Year,farm_id,month,month_str,milking_cows,herd_size,milk_yield_litres,num_parlour_units,milkpump_type,vacuumpump_power_kw,VSD,coolingsystem_directexpansion,coolingsystem_icebank,coolingsystem_platecooler,coolingsystem_waterchillingunit,hotwash_freq,re_thermal_m3,hotwatertank_capacity_litres,bulktank_capacity_litres,waterheating_power_elec_kw,waterheating_power_gas_kw,waterheating_power_oil_kw,quantity_diesel_litres,quantity_petrol_litres,quantity_elec_kwh,re_solarpv_kw,re_wind_kw,res_capacity_kw,low_energy_lighting,night_rate_electricity,heat_recovery,green_electricity,milking_duration_hours,milking_frequency
2015,71,2,Feb,104,147,48661,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,3,Mar,138,144,105541,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,4,Apr,140,141,97151,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,5,May,135,134,97784,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,6,Jun,134,134,114174,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,7,Jul,132,131,78950,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,8,Aug,131,131,74048,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,9,Sep,130,127,80184,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,10,Oct,122,127,51086,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,11,nov,93,127,26536,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,71,12,Dec,46,125,18630,20,Variable Speed Pump,8,yes,yes,no,yes,no,E2ndD,0,400,11000,5.4,0,0,932,53,11793,7,11,11,no,no,no,no,1.5,twice a day milking
2015,72,1,Jan,1,313,0,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,2,Feb,170,323,76632,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,3,Mar,289,327,193204,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,4,Apr,322,322,247532,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,5,May,322,320,263091,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,6,Jun,320,320,227154,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,7,Jul,319,319,203905,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,8,Aug,319,319,191309,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,9,Sep,317,316,162610,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,10,Oct,316,315,153587,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,11,nov,307,304,103265,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,72,12,Dec,304,304,36939,36,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1500,22000,6,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,twice a day milking
2015,73,1,Jan,1,101,0,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,2,Feb,45,116,20299,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,3,Mar,94,115,75975,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,4,Apr,112,115,93220,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,5,May,115,115,94310,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,6,Jun,113,113,85444,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,7,Jul,111,110,80027,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,8,Aug,109,109,61924,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,9,Sep,107,106,60623,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,10,Oct,106,106,60101,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,11,nov,98,93,42442,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,73,12,Dec,6,91,4183,20,High Speed,7.5,yes,yes,no,yes,no,OAD,0,800,6000,3,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,1,once a day milking
2015,74,1,Jan,3,134,983,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,2,Feb,63,142,39167,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,3,Mar,121,143,110033,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,4,Apr,142,143,112719,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,5,May,143,143,108261,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,6,Jun,143,143,123427,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,7,Jul,143,143,84172,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,8,Aug,143,143,75281,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,9,Sep,143,143,77621,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,10,Oct,142,143,56734,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,11,nov,119,143,47639,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,74,12,Dec,44,142,20643,16,High Speed,5.2,no,yes,no,yes,no,E2ndD,0,NaN,9100,0,6,0,932,53,11793,7,11,11,no,no,no,no,2,twice a day milking
2015,75,1,Jan,117,258,63192,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,2,Feb,154,268,90834,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,3,Mar,219,253,173259,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,4,Apr,234,239,168630,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,5,May,232,237,164433,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,6,Jun,225,222,192308,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,7,Jul,222,222,124951,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,8,Aug,210,221,107552,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,9,Sep,187,221,111656,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,10,Oct,193,230,83366,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,11,nov,218,231,92281,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,75,12,Dec,159,220,83929,24,Variable Speed Pump,7.5,yes,no,yes,yes,no,OAD,0,600,13100,11.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,1.5,once a day milking
2015,76,1,Jan,1,216,0,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,2,Feb,41,269,13981,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,3,Mar,213,275,170912,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,4,Apr,264,281,189688,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,5,May,279,280,197309,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,6,Jun,274,275,234531,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,7,Jul,274,275,174327,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,8,Aug,269,265,159571,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,9,Sep,263,263,169294,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,10,Oct,260,262,134351,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,11,nov,256,262,99185,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,76,12,Dec,135,259,71583,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1000,22001,0,6,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,2.5,twice a day milking
2015,77,1,Jan,1,281,0,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,2,Feb,108,324,55272,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,3,Mar,281,332,175703,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,4,Apr,320,331,249838,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,5,May,329,329,254099,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,6,Jun,329,329,233116,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,7,Jul,329,329,218007,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,8,Aug,326,328,186325,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,9,Sep,326,326,173443,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,10,Oct,319,306,149454,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,11,nov,239,306,62091,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,77,12,Dec,75,306,19599,50,Variable Speed Pump,16.5,yes,yes,no,yes,no,OAD,0,900,22000,0,6,0,664,17,12999,1,9,17,yes,yes,yes,yes,1,once a day milking
2015,78,1,Jan,14,484,1659,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,2,Feb,230,516,103835,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,3,Mar,433,514,252145,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,4,Apr,499,491,348393,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,5,May,484,482,343360,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,6,Jun,481,480,312588,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,7,Jul,480,480,288824,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,8,Aug,478,470,252869,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,9,Sep,469,468,217578,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,10,Oct,458,409,199628,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,11,nov,355,409,113895,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,78,12,Dec,106,394,36956,50,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,600,17600,9,0,0,1000,200,NaN,0,11,NaN,yes,yes,yes,yes,2,once a day milking
2015,79,1,Jan,3,581,0,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,2,Feb,239,681,87994,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,3,Mar,527,650,321119,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,4,Apr,621,629,417349,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,5,May,627,625,442282,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,6,Jun,624,629,379157,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,7,Jul,616,628,342759,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,8,Aug,611,619,315876,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,9,Sep,600,557,262967,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,10,Oct,576,557,218189,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,11,nov,575,576,179584,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,79,12,Dec,539,553,76931,64,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1300,26000,0,6,0,932,53,11793,7,11,11,no,no,no,no,1.5,n/a
2015,80,1,Jan,14,411,0,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,2,Feb,112,477,47939,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,3,Mar,377,492,185327,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,4,Apr,455,489,291906,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,5,May,465,479,398275,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,6,Jun,457,460,280760,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,7,Jul,451,453,241621,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,8,Aug,451,452,280847,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,9,Sep,449,451,217016,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,10,Oct,415,422,174546,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,11,nov,363,420,136845,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,80,12,Dec,26,388,9062,44,Variable Speed Pump,15,yes,yes,no,yes,no,OAD,0,1200,32695,5.4,0,0,48,166,13421,2,11,NaN,no,no,no,n/a,2.5,once a day milking
2015,81,1,Jan,5,365,0,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,2,Feb,182,441,54584,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,3,Mar,373,462,244183,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,4,Apr,447,454,315134,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,5,May,447,449,306186,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,6,Jun,443,445,280619,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,7,Jul,444,445,260360,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,8,Aug,444,445,212338,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,9,Sep,442,429,188112,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,10,Oct,425,423,173397,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,11,nov,412,398,118415,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,81,12,Dec,51,394,34722,44,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,700,16000,11.4,0,0,NaN,58,NaN,3,5,12,yes,yes,yes,yes,1,once a day milking
2015,82,1,Jan,2,279,585,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
2015,82,2,Feb,118,345,69335,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
2015,82,3,Mar,255,353,187826,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
2015,82,4,Apr,309,352,229819,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
2015,82,5,May,320,340,222784,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
2015,82,6,Jun,320,323,208086,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
2015,82,7,Jul,318,319,193425,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
2015,82,8,Aug,311,312,166076,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
2015,82,9,Sep,308,308,157819,50,Variable Speed Pump,15,yes,no,yes,yes,no,OAD,0,1200,25000,6,0,0,664,17,12999,1,9,17,yes,yes,yes,yes,2,once a day milking
